Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Slovenia,SVN,,,1.021229982,1.018720031,1.018000007,1.01849997,1.016890049,1.017850041,1.015759945,1.029219985,1.011209965,0.998260021,0.991270006,0.99454999,0.990379989,0.992460012,0.989180028,0.990920007,0.993309975,0.989849985,0.990589976,0.995360017,0.999430001,0.999189973,1.003260016,1.011360049,,
Sweden,SWE,1.024009943,1.023020029,1.081310034,1.078390002,1.087769985,1.099069953,1.108839989,1.150640011,1.152240038,1.15218997,1.147439957,1.124519944,1.107839942,1.013599992,0.996159971,0.996320009,0.994740009,0.994109988,0.993439972,0.991940022,0.992640018,0.992280006,1.098160028,1.096179962,1.090989947,1.071380019,,
Eswatini,SWZ,,,,,,,,0.96243,0.96122998,0.955089986,0.964049995,0.95152998,0.963750005,0.94562,0.952300012,0.950339973,0.920319974,,0.93809998,0.93305999,0.911939979,0.924530029,0.928319991,0.933619976,0.935469985,0.936940014,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,0.996559978,0.999459982,1.006440043,1.021690011,1.008110046,1.020429969,,1.009379983,1.047799945,1.058330059,1.038689971,1.032840014,1.028210044,1.044149995,1.025060058,1.035820007,1.066069961,1.086259961,1.075569987,1.05013001,1.055840015,1.014979959,1.038709998,1.005429983,1.017040014,1.026460052,1.038699985,
Syrian Arab Republic,SYR,0.855440021,0.865540028,0.881280005,0.884790003,0.891149998,0.901520014,0.910109997,0.917980015,0.917630017,0.923020005,0.925450027,0.931299984,0.947019994,0.955160022,0.964209974,0.97220999,0.98247999,0.986519992,0.988089979,0.98514998,0.984329998,0.986060023,0.986660004,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,,0.447320014,0.448390007,0.458090007,0.487560004,0.510479987,0.538100004,0.563369989,0.582050025,0.595770001,0.60255003,0.600380003,0.61401999,0.617399991,0.645690024,0.640100002,0.640399992,0.662090003,0.68197,0.697250009,0.700619996,0.699819982,0.704840004,0.705560029,,
East Asia & Pacific (IDA & IBRD countries),TEA,0.891470015,0.902629972,0.905059993,0.921079993,0.928369999,0.936020017,0.942380011,0.94927001,0.958700001,0.963970006,0.968060017,0.967739999,0.969910026,0.977930009,0.982749999,0.987389982,0.989359975,0.993659973,0.997510016,0.99447,0.997460008,0.998929977,0.999539971,1.002689958,1.001379967,1.004299998,1.003929973,
Europe & Central Asia (IDA & IBRD countries),TEC,0.973879993,0.974730015,0.973649979,0.974950016,0.973940015,0.974170029,0.974259973,0.969990015,0.966629982,0.967989981,0.963389993,0.961809993,0.958540022,0.964299977,0.96566999,0.969410002,0.971080005,0.975030005,0.980620027,0.979960024,0.979489982,0.984030008,0.985909998,0.98724997,0.988259971,0.989340007,0.990400016,
Togo,TGO,0.587140024,0.594169974,,0.597899973,0.612230003,0.620119989,0.635999978,,0.672290027,0.693210006,0.702409983,0.715749979,0.723609984,0.737269998,0.745989978,0.758019984,0.756569982,,,,,,,,,,0.874710023,
Thailand,THA,0.972239971,0.974059999,0.97469002,,,,,,,,0.976530015,0.985090017,,1.012910008,1.002910018,1.015930057,1.023920059,1.023959994,1.029379964,1.026839972,1.028759956,1.026919961,1.036430001,1.037009954,0.952939987,0.998839974,0.977119982,
Tajikistan,TJK,,,,,,,,,0.896759987,0.887979984,0.87124002,0.875699997,0.879830003,0.885010004,0.884599984,0.880249977,0.892210007,0.91267997,0.921809971,0.91267997,0.915489972,0.928489983,0.929099977,,,,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,0.966620028,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1.017580032,1.016839981,1.016199946,1.014680028,1.013689995,1.010609984,1.011940002,1.011399984,1.012650013,1.015509963,1.012410045,1.012899995,1.022439957,1.021270037,1.020359993,1.02125001,1.028159976,1.027609944,1.028730035,1.02244997,1.021679997,1.022009969,1.020849943,1.022330046,1.018000007,1.018919945,1.014369965,
Timor-Leste,TLS,,,,,,,,,,,,,,0.927079976,0.930480003,,,0.953119993,0.955169976,0.97171998,0.977199972,0.981350005,0.992600024,1.014719963,1.014189959,1.01394999,1.015630007,
Middle East & North Africa (IDA & IBRD countries),TMN,0.809880018,0.824069977,0.833140016,0.837369978,0.851849973,0.840420008,0.86413002,0.874480009,0.886030018,0.89477998,0.901799977,0.907400012,0.913500011,0.918429971,0.922640026,0.927460015,0.937860012,0.936839998,0.938019991,0.93945998,0.937960029,0.942780018,0.948140025,0.954940021,0.956860006,0.957750022,0.956550002,
Tonga,TON,1.00849998,,0.995109975,,,,,1.045889974,1.03587997,1.021319985,1.019739985,1.020040035,,,,0.981069982,0.844030023,0.991110027,1.113610029,1.020339966,0.977140009,1.015390038,1.016729951,1.035969973,1.012459993,,,
South Asia (IDA & IBRD),TSA,0.693189979,0.703390002,0.723519981,0.736280024,0.740530014,0.749499977,0.762849987,0.77561003,0.787810028,0.795159996,0.804620028,0.822820008,0.891889989,0.886449993,0.90101999,0.909080029,0.920769989,0.941600025,0.960699975,0.963159978,0.973500013,0.97815001,1.027889967,1.028869987,1.030990005,1.050500035,1.053349972,
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.820850015,0.827090025,0.827970028,0.829699993,0.829699993,0.833800018,0.834339976,0.832260013,0.839280009,0.839420021,0.843460023,0.838230014,0.845369995,0.850239992,0.858749986,0.867449999,0.872420013,0.881810009,0.890179992,0.896600008,0.896799982,0.911499977,0.919550002,0.924470007,0.929989994,0.931500018,0.933939993,
Trinidad and Tobago,TTO,1.013960004,1.009160042,1.011849999,,,,,,,,,,,1.01067996,,,,,,,,,,,,,,
Tunisia,TUN,0.854399979,0.870850027,0.885249972,0.902620018,0.914179981,0.927160025,0.937020004,,0.962080002,0.980830014,0.985010028,0.983539999,1.002699971,,1.02049005,1.022770047,,1.019240022,1.020329952,1.018900037,1.008929968,,,,,1.037889957,,
Turkey,TUR,0.78500998,0.789849997,0.791509986,0.802479982,0.796209991,,0.804830015,,0.797439992,0.818560004,0.818979979,0.819890022,0.8222,0.853429973,0.889789999,0.897780001,0.907289982,0.926900029,0.944130003,0.947889984,0.949890018,0.964749992,0.97687,0.980459988,0.980139971,0.981649995,,
Tuvalu,TUV,,,,,,,,,,,1.128790021,,,,,,,,,,,,,1.093080044,1.114949942,1.091009974,,
Tanzania,TZA,0.965960026,0.957530022,0.960389972,0.968140006,0.971059978,0.976090014,0.978730023,,,,,,,,,,,,,0.958329976,,,0.996410012,,,,1.01620996,
Uganda,UGA,,0.765590012,,0.89793998,,,0.864279985,,,,,,,0.965759993,,,0.978799999,,,,,,,,,,,
Ukraine,UKR,,,1.039379954,1.040470004,,,,,1.025030017,1.007959962,0.996039987,1.005290031,1.000270009,0.991609991,0.948279977,0.989390016,0.997430027,0.988520026,0.986440003,0.985710025,0.98496002,0.990939975,0.986410022,0.994140029,,,,
Upper middle income,UMC,0.92098999,0.929050028,0.932709992,0.943419993,0.951200008,0.956770003,0.960969985,0.966729999,0.970679998,0.974810004,0.977090001,0.977039993,0.980059981,0.986500025,0.992060006,0.994809985,0.99879998,1.000509977,1.004349947,0.995660007,0.996999979,0.999450028,1.005519986,1.009840012,1.005210042,1.008360028,1.007269979,
Uruguay,URY,,,,1.068950057,1.074599981,,,1.12045002,1.062849998,1.050780058,1.049460053,1.044909954,1.055819988,1.055609941,1.054309964,1.056380033,0.97894001,1.038779974,1.038010001,1.062729955,,,,,,,,
United States,USA,0.99861002,,0.989059985,0.991559982,1.00146997,0.993700027,,1.031200051,,0.999350011,1.007310033,1.001250029,1.002550006,1.007660031,1.003849983,1.001629949,1.003090024,0.999849975,1.009789944,1.000800014,1.004340053,0.994899988,0.997099996,1.004230022,1.005079985,0.996259987,,
Uzbekistan,UZB,,,,,,,,,0.991590023,0.982980013,,,0.981289983,0.974900007,0.979789972,0.984019995,0.990320027,0.994459987,0.999339998,0.995180011,0.988789976,0.989769995,0.988319993,0.987190008,0.986999989,0.986429989,0.985920012,
St. Vincent and the Grenadines,VCT,1.065490007,,,,,,,,,1.062759995,1.022410035,1.010249972,1.00999999,1.000139952,1.015599966,,1.019019961,1.000010014,0.978980005,0.97070998,0.952979982,0.962149978,0.951770008,0.969990015,0.974049985,0.980350018,0.970560014,
"Venezuela, RB",VEN,1.051859975,1.046499968,1.047289968,,,,,,1.051139951,1.046560049,1.041429996,1.038439989,1.036039948,1.033740044,1.032950044,1.030380011,1.025670052,1.021649957,1.018429995,1.018429995,1.019389987,1.022660017,1.026819944,1.018380046,1.014950037,1.015450001,1.015890002,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,0.926039994,,0.916980028,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,,,0.92723,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,0.930440009,,,,,,,,0.952809989,1.007240057,0.966030002,0.977859974,0.951520026,0.947929978,,,,,,0.984220028,,,,,1.007310033,,,
World,WLD,0.872489989,0.87786001,0.882099986,0.888689995,0.893249989,0.896719992,0.903339982,0.909839988,0.916289985,0.918240011,0.921949983,0.92434001,0.941680014,0.942960024,0.947820008,0.951669991,0.956030011,0.962859988,0.969990015,0.96912998,0.971750021,0.975329995,0.990270019,0.992529988,0.993239999,0.999329984,0.999660015,
Samoa,WSM,,,,1.112239957,1.071580052,1.054080009,1.073690057,1.091599941,1.049990058,1.068789959,1.06637001,1.056409955,1.06072998,1.060449958,1.058269978,1.065919995,1.071099997,,1.051509976,1.054829955,1.064239979,1.049649954,,1.057530046,1.04824996,1.05140996,,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,0.492150009,,0.547609985,,0.601300001,0.622399986,0.652960002,,,0.72349,,0.750460029,0.754679978,0.769219995,0.789219975,,,0.822149992,,
South Africa,ZAF,1.038830042,,,1.021039963,,,,1.027209997,1.023259997,1.004709959,1.011919975,1.007470012,1.003859997,1.003640056,1.002509952,1.001430035,1.000669956,0.997560024,0.998880029,0.998359978,0.995800018,0.995609999,,1.012609959,0.951690018,1.013659954,,
Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,0.921589971,0.938369989,,,0.941100001,0.944570005,,,0.948469996,0.947099984,0.95036,0.953549981,0.962870002,,,,,,,,,0.981429994,0.982420027,,,,,
